Loja,Item,Treino,Previsao
3,1047679,5.308206081390381,0.5019838809967041
3,1503844,11.172309875488281,0.5020015239715576
8,1503844,10.687195062637329,0.5019760131835938
8,1047679,5.937009572982788,0.5021181106567383
44,1047679,5.619386434555054,0.5187110900878906
44,1503844,11.188585758209229,0.5017731189727783
45,1503844,10.369042873382568,0.48532986640930176
45,1473474,10.904077291488647,0.5019528865814209
46,584028,16.30661368370056,0.5188009738922119
46,1463992,10.12873649597168,0.5034599304199219
47,1503844,11.536455631256104,0.5185787677764893
47,1047679,7.994262933731079,0.5186848640441895
48,584028,16.683186292648315,0.5098514556884766
48,1463992,12.343046426773071,0.5020389556884766
49,1503844,12.04175329208374,0.5019261837005615
49,1473474,11.629204511642456,0.4963674545288086
50,584028,16.942461252212524,0.518540620803833
50,364606,17.846015214920044,0.5183444023132324
51,1503844,12.00510859489441,0.519078254699707
51,257847,7.395784854888916,0.5149075984954834
