Loja,Item,Treino,Previsao
3,1047679,142.63392758369446,0.06564831733703613
3,1503844,5.788506269454956,0.005859375
8,1503844,6.052500486373901,0.005980968475341797
8,1047679,16.869800806045532,0.009522676467895508
44,1047679,458.73856949806213,0.014743566513061523
44,1503844,5.21675181388855,0.005904197692871094
45,1503844,5.648998260498047,0.0065038204193115234
45,1473474,5.664431571960449,0.005000591278076172
46,584028,90.30347394943237,0.01499795913696289
46,1463992,4.509814500808716,0.007000446319580078
47,1503844,5.655910491943359,0.004000186920166016
47,1047679,16.11958956718445,0.01608419418334961
48,584028,402.45017099380493,0.05292153358459473
48,1463992,16.149770259857178,0.0039463043212890625
49,1503844,110.41989350318909,0.005593538284301758
49,1473474,16.750982522964478,0.0059816837310791016
50,584028,346.1116647720337,0.015382766723632812
50,364606,743.8269875049591,0.05514216423034668
51,1503844,28.66132926940918,0.008510589599609375
51,257847,13.47793459892273,0.004540443420410156
