Loja,Item,Treino,Previsao
CA_1,FOODS_3_090,12.608271598815918,0.5355081558227539
CA_1,FOODS_3_586,6.924161195755005,0.518648624420166
CA_2,FOODS_3_586,8.221003293991089,0.5186944007873535
CA_2,FOODS_3_252,6.616478204727173,0.8029611110687256
CA_3,FOODS_3_090,22.34503722190857,0.5175590515136719
CA_3,FOODS_3_586,19.517974138259888,0.5189299583435059
CA_4,FOODS_3_090,12.878231287002563,0.5185768604278564
CA_4,FOODS_3_586,7.86052942276001,0.5019464492797852
TX_1,FOODS_3_586,7.230709791183472,0.7972135543823242
TX_1,FOODS_3_090,22.34454584121704,0.5185036659240723
TX_2,FOODS_3_586,26.626339197158813,0.637580156326294
TX_2,FOODS_3_090,28.19815707206726,0.6290597915649414
TX_3,FOODS_3_586,8.961267471313477,0.5818383693695068
TX_3,FOODS_3_090,26.085196018218994,0.5396368503570557
WI_1,FOODS_3_226,25.384957551956177,0.5330455303192139
WI_1,FOODS_3_694,25.849385261535645,0.5715851783752441
WI_2,FOODS_3_226,13.696855068206787,0.6341433525085449
WI_2,FOODS_3_694,25.723543167114258,0.5624654293060303
WI_3,FOODS_3_090,19.752525806427002,0.9102399349212646
WI_3,FOODS_3_226,13.66062617301941,0.5670020580291748
